Year,Year ending,Local Government Area,Offence Subdivision,Offence Group,CSA Drug Type,Offence Count
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Amphetamine,23
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Cannabis,453
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Cocaine,23
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Ecstasy,25
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,GHB,62
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Heroin,21
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,307
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Not Recorded,47
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Other,12
2020,December,Darebin,C30 Drug use and possession,C32 Drug possession,Prescription,190
2020,December,Darebin,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2020,December,East Gippsland,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,3
2020,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2020,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,16
2020,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2020,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,17
2020,December,East Gippsland,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,10
2020,December,East Gippsland,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,20
2020,December,East Gippsland,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2020,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2020,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Cannabis,4
2020,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Ecstasy,1
2020,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Heroin,1
2020,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Methylamphetamine,4
2020,December,East Gippsland,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Amphetamine,9
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Cannabis,164
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Ecstasy,8
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,GHB,5
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Heroin,6
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,73
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Not Recorded,24
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Other,2
2020,December,East Gippsland,C30 Drug use and possession,C32 Drug possession,Prescription,24
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,27
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,7
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,8
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,25
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,4
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,66
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,19
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,3
2020,December,Frankston,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,3
2020,December,Frankston,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,24
2020,December,Frankston,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,42
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,Cannabis,2
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,Cocaine,1
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,GHB,2
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,Heroin,2
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,Methylamphetamine,5
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2020,December,Frankston,C30 Drug use and possession,C31 Drug use,Prescription,1
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Amphetamine,14
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Cannabis,346
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Cocaine,18
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Ecstasy,44
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,GHB,79
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Heroin,12
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,283
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Not Recorded,73
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Other,29
2020,December,Frankston,C30 Drug use and possession,C32 Drug possession,Prescription,187
2020,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,2
2020,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,11
2020,December,Gannawarra,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2020,December,Gannawarra,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,11
2020,December,Gannawarra,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2020,December,Gannawarra,C30 Drug use and possession,C31 Drug use,Cannabis,1
2020,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Amphetamine,1
2020,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Cannabis,29
2020,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Ecstasy,5
2020,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,GHB,7
2020,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,17
2020,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Not Recorded,2
2020,December,Gannawarra,C30 Drug use and possession,C32 Drug possession,Prescription,3
2020,December,Glen Eira,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,5
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,14
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,9
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,3
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,2
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,2
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,17
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,2
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2020,December,Glen Eira,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,4
2020,December,Glen Eira,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,10
2020,December,Glen Eira,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,10
2020,December,Glen Eira,C30 Drug use and possession,C31 Drug use,Cannabis,2
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Amphetamine,5
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Cannabis,114
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Cocaine,9
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Ecstasy,11
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,GHB,11
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Heroin,4
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,54
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Not Recorded,27
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Other,12
2020,December,Glen Eira,C30 Drug use and possession,C32 Drug possession,Prescription,76
2020,December,Glen Eira,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2020,December,Glenelg,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2020,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,6
2020,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2020,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,4
2020,December,Glenelg,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,4
2020,December,Glenelg,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,15
2020,December,Glenelg,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2020,December,Glenelg,C30 Drug use and possession,C31 Drug use,Amphetamine,3
2020,December,Glenelg,C30 Drug use and possession,C31 Drug use,Cannabis,1
2020,December,Glenelg,C30 Drug use and possession,C31 Drug use,Ecstasy,1
2020,December,Glenelg,C30 Drug use and possession,C31 Drug use,Methylamphetamine,4
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Cannabis,38
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Cocaine,1
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Ecstasy,2
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,GHB,1
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Heroin,1
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,19
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Not Recorded,1
2020,December,Glenelg,C30 Drug use and possession,C32 Drug possession,Prescription,17
2020,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,1
2020,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,1
2020,December,Golden Plains,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2020,December,Golden Plains,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,3
2020,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Amphetamine,1
2020,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Cannabis,6
2020,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Cocaine,1
2020,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,GHB,3
2020,December,Golden Plains,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,3
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,4
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,29
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,3
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,8
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,17
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,40
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,14
2020,December,Greater Bendigo,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,4
2020,December,Greater Bendigo,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,16
2020,December,Greater Bendigo,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,10
2020,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,Amphetamine,4
2020,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,Cannabis,9
2020,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,GHB,1
2020,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,Heroin,1
2020,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,Methylamphetamine,9
2020,December,Greater Bendigo,C30 Drug use and possession,C31 Drug use,Prescription,2
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Amphetamine,11
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Cannabis,173
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Cocaine,9
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Ecstasy,18
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,GHB,44
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Heroin,4
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,103
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Not Recorded,34
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Other,6
2020,December,Greater Bendigo,C30 Drug use and possession,C32 Drug possession,Prescription,88
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,3
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,5
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,42
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,18
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,8
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,13
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,18
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,50
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,6
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2020,December,Greater Dandenong,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,2
2020,December,Greater Dandenong,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,49
2020,December,Greater Dandenong,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,30
2020,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Amphetamine,2
2020,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Cannabis,3
2020,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Heroin,3
2020,December,Greater Dandenong,C30 Drug use and possession,C31 Drug use,Methylamphetamine,2
